Deanery,One-person household,One-person household: Aged 66 years and over,One-person household: Other,Other household types,"Other household types: Other, including all full-time students and all aged 66 years and over",Other household types: With dependent children,Single family household,Single family household: All aged 66 years and over,Single family household: Cohabiting couple family,Single family household: Cohabiting couple family: All children non-dependent,Single family household: Cohabiting couple family: No children,Single family household: Cohabiting couple family: With dependent children,Single family household: Lone parent family,Single family household: Lone parent family: All children non-dependent,Single family household: Lone parent family: With dependent children,Single family household: Married or civil partnership couple,Single family household: Married or civil partnership couple: All children non-dependent,Single family household: Married or civil partnership couple: Dependent children,Single family household: Married or civil partnership couple: No children,Single family household: Other single family household,Single family household: Other single family household: Other family composition,Total,One-person household_prop,One-person household: Aged 66 years and over_prop,One-person household: Other_prop,Other household types_prop,"Other household types: Other, including all full-time students and all aged 66 years and over_prop",Other household types: With dependent children_prop,Single family household_prop,Single family household: All aged 66 years and over_prop,Single family household: Cohabiting couple family_prop,Single family household: Cohabiting couple family: All children non-dependent_prop,Single family household: Cohabiting couple family: No children_prop,Single family household: Cohabiting couple family: With dependent children_prop,Single family household: Lone parent family_prop,Single family household: Lone parent family: All children non-dependent_prop,Single family household: Lone parent family: With dependent children_prop,Single family household: Married or civil partnership couple_prop,Single family household: Married or civil partnership couple: All children non-dependent_prop,Single family household: Married or civil partnership couple: Dependent children_prop,Single family household: Married or civil partnership couple: No children_prop,Single family household: Other single family household_prop,Single family household: Other single family household: Other family composition_prop
B,4013.0,1150.0,2863.0,1050.0,750.0,300.0,5201.0,303.0,1432.0,84.0,932.0,416.0,1572.0,512.0,1060.0,1731.0,321.0,832.0,578.0,163.0,163.0,10264.0,0.39097817614964925,0.11204208885424785,0.2789360872954014,0.10229929851909587,0.0730709275136399,0.02922837100545596,0.5067225253312548,0.029520654715510523,0.13951675759937646,0.00818394388152767,0.09080280592361652,0.04053000779423227,0.15315666406858924,0.04988308651597818,0.10327357755261107,0.1686477007014809,0.03127435697583788,0.08106001558846454,0.05631332813717849,0.01588074824629774,0.01588074824629774
Diocese,4013.0,1150.0,2863.0,1050.0,750.0,300.0,5201.0,303.0,1432.0,84.0,932.0,416.0,1572.0,512.0,1060.0,1731.0,321.0,832.0,578.0,163.0,163.0,10264.0,0.39097817614964925,0.11204208885424785,0.2789360872954014,0.10229929851909587,0.0730709275136399,0.02922837100545596,0.5067225253312548,0.029520654715510523,0.13951675759937646,0.00818394388152767,0.09080280592361652,0.04053000779423227,0.15315666406858924,0.04988308651597818,0.10327357755261107,0.1686477007014809,0.03127435697583788,0.08106001558846454,0.05631332813717849,0.01588074824629774,0.01588074824629774
