ParishID,Household is deprived in four dimensions,Household is deprived in one dimension,Household is deprived in three dimensions,Household is deprived in two dimensions,Household is not deprived in any dimension,Total,Household is deprived in four dimensions_prop,Household is deprived in one dimension_prop,Household is deprived in three dimensions_prop,Household is deprived in two dimensions_prop,Household is not deprived in any dimension_prop
B006,31.0,3486.0,803.0,2022.0,3914.0,10256.0,0.0030226209048361936,0.33989859594383776,0.07829563182527301,0.19715288611544463,0.38163026521060844
