ParishID,Aged 10 to 14 years,Aged 15 to 19 years,Aged 20 to 24 years,Aged 25 to 29 years,Aged 30 to 34 years,Aged 35 to 39 years,Aged 4 years and under,Aged 40 to 44 years,Aged 45 to 49 years,Aged 5 to 9 years,Aged 50 to 54 years,Aged 55 to 59 years,Aged 60 to 64 years,Aged 65 to 69 years,Aged 70 to 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 years and over,Total,Aged 10 to 14 years_prop,Aged 15 to 19 years_prop,Aged 20 to 24 years_prop,Aged 25 to 29 years_prop,Aged 30 to 34 years_prop,Aged 35 to 39 years_prop,Aged 4 years and under_prop,Aged 40 to 44 years_prop,Aged 45 to 49 years_prop,Aged 5 to 9 years_prop,Aged 50 to 54 years_prop,Aged 55 to 59 years_prop,Aged 60 to 64 years_prop,Aged 65 to 69 years_prop,Aged 70 to 74 years_prop,Aged 75 to 79 years_prop,Aged 80 to 84 years_prop,Aged 85 years and over_prop
B006,1156.0,1484.0,2282.0,2496.0,2451.0,1902.0,1562.0,1407.0,1142.0,1281.0,1197.0,1247.0,956.0,825.0,721.0,472.0,373.0,281.0,23235.0,0.04975252851301915,0.06386916290079621,0.0982139014417904,0.10742414460942544,0.10548741123305358,0.08185926404131698,0.06722616741984076,0.0605551969012266,0.04914998924037013,0.05513234344738541,0.05151710781149128,0.05366903378523779,0.04114482461803314,0.035506778566817304,0.031030772541424573,0.020314181192166988,0.016053367764148913,0.012093823972455347
