ParishID,Total,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations,"1. Managers, directors and senior officials_prop",2. Professional occupations_prop,3. Associate professional and technical occupations_prop,4. Administrative and secretarial occupations_prop,5. Skilled trades occupations_prop,"6. Caring, leisure and other service occupations_prop",7. Sales and customer service occupations_prop,"8. Process, plant and machine operatives_prop",9. Elementary occupations_prop
B006,10149.0,779.0,1633.0,1298.0,950.0,741.0,1101.0,1111.0,673.0,1863.0,0.0767563306729727,0.1609025519755641,0.127894373829934,0.0936052813085033,0.07301211942063257,0.10848359444280224,0.10946891319341807,0.06631195191644497,0.18356488323972805
