ParishID,Total,Owned,Owned: Owns outright,Owned: Owns with a mortgage or loan,Shared ownership,Shared ownership: Shared ownership,Social rented,Social rented: Rents from council or Local Authority,Social rented: Other social rented,Private rented,Private rented: Private landlord or letting agency,Private rented: Other private rented,Lives rent free,Owns with a mortgage or loan or shared ownership,Private rented or lives rent free,Owned_prop,Owned: Owns outright_prop,Owned: Owns with a mortgage or loan_prop,Shared ownership_prop,Shared ownership: Shared ownership_prop,Social rented_prop,Social rented: Rents from council or Local Authority_prop,Social rented: Other social rented_prop,Private rented_prop,Private rented: Private landlord or letting agency_prop,Private rented: Other private rented_prop,Lives rent free_prop,Owns with a mortgage or loan or shared ownership_prop,Private rented or lives rent free_prop
B006,10269.0,2927.0,1446.0,1481.0,97.0,97.0,4017.0,1565.0,2452.0,3183.0,2963.0,220.0,45.0,1578.0,3228.0,0.28503262245593536,0.14081215308209175,0.1442204693738436,0.009445905151426624,0.009445905151426624,0.3911773298276366,0.1524004284740481,0.23877690135358848,0.3099620216184633,0.28853831921316586,0.021423702405297496,0.0043821209465381246,0.15366637452527024,0.3143441425650015
