ParishID,Total,"L1, L2 and L3 Higher managerial, administrative and professional occupations","L4, L5 and L6 Lower managerial, administrative and professional occupations",L7 Intermediate occupations,L8 and L9 Small employers and own account workers,L10 and L11 Lower supervisory and technical occupations,L12 Semi-routine occupations,L13 Routine occupations,L14.1 and L14.2 Never worked and long-term unemployed,L15 Full-time students,"L1, L2 and L3 Higher managerial, administrative and professional occupations_prop","L4, L5 and L6 Lower managerial, administrative and professional occupations_prop",L7 Intermediate occupations_prop,L8 and L9 Small employers and own account workers_prop,L10 and L11 Lower supervisory and technical occupations_prop,L12 Semi-routine occupations_prop,L13 Routine occupations_prop,L14.1 and L14.2 Never worked and long-term unemployed_prop,L15 Full-time students_prop
B006,18965.0,1360.0,2827.0,2070.0,1203.0,874.0,2239.0,3160.0,2606.0,2626.0,0.07171104666490905,0.14906406538360137,0.10914843132085421,0.06343263907197469,0.046084893224360664,0.11805958344318482,0.16662272607434747,0.13741102030055366,0.13846559451621407
