ParishID,Total,Detached,Semi-detached,Terraced,In a purpose-built block of flats or tenement,"Part of a converted or shared house, including bedsits","Part of another converted building, for example, former school, church or warehouse","In a commercial building, for example, in an office building, hotel or over a shop",A caravan or other mobile or temporary structure,Detached_prop,Semi-detached_prop,Terraced_prop,In a purpose-built block of flats or tenement_prop,"Part of a converted or shared house, including bedsits_prop","Part of another converted building, for example, former school, church or warehouse_prop","In a commercial building, for example, in an office building, hotel or over a shop_prop",A caravan or other mobile or temporary structure_prop
B006,10255.0,346.0,2218.0,3720.0,3541.0,248.0,80.0,69.0,33.0,0.033739639200390054,0.21628473915163335,0.3627498781082399,0.34529497805948317,0.024183325207215993,0.0078010726474890294,0.006728425158459288,0.0032179424670892246
