ParishID,Total,0 people in household,1 person in household,2 people in household,3 people in household,4 people in household,5 people in household,6 people in household,7 people in household,8 or more people in household,0 people in household_prop,1 person in household_prop,2 people in household_prop,3 people in household_prop,4 people in household_prop,5 people in household_prop,6 people in household_prop,7 people in household_prop,8 or more people in household_prop
B006,10272.0,0.0,4008.0,3043.0,1566.0,955.0,408.0,193.0,74.0,25.0,0.0,0.3901869158878505,0.29624221183800625,0.15245327102803738,0.09297118380062305,0.0397196261682243,0.018788940809968846,0.00720404984423676,0.0024338006230529593
