ParishID,Total,Europe,Europe: United Kingdom,Europe: Ireland,Europe: Other Europe,Europe: Other Europe: EU Member countries,Europe: Other Europe: EU Member countries: France,Europe: Other Europe: EU Member countries: Germany,Europe: Other Europe: EU Member countries: Italy,Europe: Other Europe: EU Member countries: Portugal,Europe: Other Europe: EU Member countries: Spain,Europe: Other Europe: EU Member countries: Lithuania,Europe: Other Europe: EU Member countries: Poland,Europe: Other Europe: EU Member countries: Romania,Europe: Other Europe: EU Member countries: Other EU countries,Europe: Other Europe: Rest of Europe,Europe: Other Europe: Rest of Europe: Turkey,Europe: Other Europe: Rest of Europe: Other Europe,Africa,Africa: North Africa,Africa: Central and Western Africa,Africa: South and Eastern Africa,Middle East and Asia,Middle East and Asia: Middle East,Middle East and Asia: Eastern Asia,Middle East and Asia: Southern Asia,Middle East and Asia: South-East Asia,Middle East and Asia: Central Asia,The Americas and the Caribbean,The Americas and the Caribbean: North America and the Caribbean,The Americas and the Caribbean: Central and South America,"Antarctica and Oceania, including Australasia",British Overseas Territories,No passport held,Europe_prop,Europe: United Kingdom_prop,Europe: Ireland_prop,Europe: Other Europe_prop,Europe: Other Europe: EU Member countries_prop,Europe: Other Europe: EU Member countries: France_prop,Europe: Other Europe: EU Member countries: Germany_prop,Europe: Other Europe: EU Member countries: Italy_prop,Europe: Other Europe: EU Member countries: Portugal_prop,Europe: Other Europe: EU Member countries: Spain_prop,Europe: Other Europe: EU Member countries: Lithuania_prop,Europe: Other Europe: EU Member countries: Poland_prop,Europe: Other Europe: EU Member countries: Romania_prop,Europe: Other Europe: EU Member countries: Other EU countries_prop,Europe: Other Europe: Rest of Europe_prop,Europe: Other Europe: Rest of Europe: Turkey_prop,Europe: Other Europe: Rest of Europe: Other Europe_prop,Africa_prop,Africa: North Africa_prop,Africa: Central and Western Africa_prop,Africa: South and Eastern Africa_prop,Middle East and Asia_prop,Middle East and Asia: Middle East_prop,Middle East and Asia: Eastern Asia_prop,Middle East and Asia: Southern Asia_prop,Middle East and Asia: South-East Asia_prop,Middle East and Asia: Central Asia_prop,The Americas and the Caribbean_prop,The Americas and the Caribbean: North America and the Caribbean_prop,The Americas and the Caribbean: Central and South America_prop,"Antarctica and Oceania, including Australasia_prop",British Overseas Territories_prop,No passport held_prop
B006,23252.0,18101.0,15128.0,210.0,2763.0,2687.0,58.0,54.0,252.0,588.0,230.0,62.0,628.0,223.0,592.0,76.0,12.0,64.0,754.0,128.0,540.0,86.0,477.0,109.0,59.0,261.0,48.0,0.0,139.0,49.0,90.0,12.0,0.0,3769.0,0.7784706691897472,0.6506107001548254,0.009031481162910717,0.11882848787201102,0.11555995183210047,0.0024944090830896267,0.002322380870462756,0.01083777739549286,0.025288147256150008,0.00989162222604507,0.0026664372957164975,0.027008429382418715,0.009590572853948048,0.02546017546877688,0.003268536039910545,0.0005160846378806125,0.0027524514020299327,0.03242731808016515,0.0055049028040598654,0.02322380870462756,0.0036986065714777225,0.020514364355754343,0.00468776879408223,0.0025374161362463443,0.01122484087390332,0.00206433855152245,0.0,0.00597798038878376,0.0021073456046791675,0.0038706347841045933,0.0005160846378806125,0.0,0.16209358334766902
