ParishID,Total,Disabled under the Equality Act,Disabled under the Equality Act: Day-to-day activities limited a lot,Disabled under the Equality Act: Day-to-day activities limited a little,Not disabled under the Equality Act,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Not disabled under the Equality Act: No long term physical or mental health conditions,Disabled under the Equality Act_prop,Disabled under the Equality Act: Day-to-day activities limited a lot_prop,Disabled under the Equality Act: Day-to-day activities limited a little_prop,Not disabled under the Equality Act_prop,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited_prop,Not disabled under the Equality Act: No long term physical or mental health conditions_prop
B006,23270.0,5074.0,2476.0,2598.0,18196.0,1299.0,16897.0,0.2180489901160292,0.10640309411259131,0.1116458960034379,0.7819510098839708,0.05582294800171895,0.7261280618822519
