ParishID,Provides 10 to 19 hours unpaid care a week,Provides 19 hours or less unpaid care a week,Provides 20 to 34 hours unpaid care a week,Provides 20 to 49 hours unpaid care a week,Provides 35 to 49 hours unpaid care a week,Provides 50 or more hours unpaid care a week,Provides 9 hours or less unpaid care a week,Provides no unpaid care,Total,Provides 10 to 19 hours unpaid care a week_prop,Provides 19 hours or less unpaid care a week_prop,Provides 20 to 34 hours unpaid care a week_prop,Provides 20 to 49 hours unpaid care a week_prop,Provides 35 to 49 hours unpaid care a week_prop,Provides 50 or more hours unpaid care a week_prop,Provides 9 hours or less unpaid care a week_prop,Provides no unpaid care_prop
B006,202.0,612.0,174.0,479.0,305.0,613.0,410.0,19972.0,21676.0,0.009319062557667466,0.028233991511348956,0.008027311312050193,0.022098173094666912,0.014070861782616718,0.028280125484406716,0.018914928953681492,0.9213877099095774
